"Object Name","object_id","type_desc","Statistics Name","stats_id","no_recompute","auto_created","is_incremental","is_temporary","modification_counter","rows","rows_sampled","last_updated"
"CTPhatSinh_KhuyenMaiPOS","1943677972","USER_TABLE","_WA_Sys_00000010_73DA2C14","9","False","True","False","False","256300229","8290","3863","1/3/2019 2:55:10 PM"
"CTPhatSinh_KhuyenMaiPOS","1943677972","USER_TABLE","_WA_Sys_0000000B_73DA2C14","10","False","True","False","False","256103473","7187","4194","4/27/2019 11:16:32 AM"
"CTPhatSinh","183671702","USER_TABLE","_WA_Sys_0000000B_0AF29B96","16","False","True","False","False","94665133","355744","37215","2/13/2020 3:36:13 PM"
"History_INVTSERV04","1783677402","USER_TABLE","_WA_Sys_00000013_6A50C1DA","8","False","True","False","False","71605753","6215278","132394","11/20/2018 8:56:34 AM"
"CTPhatSinh","183671702","USER_TABLE","_WA_Sys_00000010_0AF29B96","15","False","True","False","False","70808755","1102571","57144","4/7/2021 1:56:10 PM"
"History_INVTSERV01","1735677231","USER_TABLE","_WA_Sys_00000014_6774552F","5","False","True","False","False","68610080","2205703","95123","3/4/2016 2:15:38 PM"
"History_INVTSERV01","1735677231","USER_TABLE","_WA_Sys_00000018_6774552F","24","False","True","False","False","68609978","2205703","95123","3/4/2016 2:15:53 PM"
"History_INVTSERV09","1863677687","USER_TABLE","_WA_Sys_00000016_6F1576F7","5","False","True","False","False","66845554","2674989","97342","9/25/2018 10:42:45 AM"
"History_INVTSERV09","1863677687","USER_TABLE","_WA_Sys_00000012_6F1576F7","9","False","True","False","False","66845554","2674989","97342","9/25/2018 10:42:46 AM"
"History_INVTSERV09","1863677687","USER_TABLE","_WA_Sys_0000000F_6F1576F7","12","False","True","False","False","66845554","2674989","97342","9/25/2018 10:42:46 AM"
"History_INVTSERV09","1863677687","USER_TABLE","_WA_Sys_0000000E_6F1576F7","13","False","True","False","False","66845554","2674989","97342","9/25/2018 10:42:46 AM"
"History_INVTSERV09","1863677687","USER_TABLE","_WA_Sys_0000000D_6F1576F7","14","False","True","False","False","66845554","2674989","97342","9/25/2018 10:42:47 AM"
"History_INVTSERV09","1863677687","USER_TABLE","_WA_Sys_0000000C_6F1576F7","15","False","True","False","False","66845554","2674989","97342","9/25/2018 10:42:47 AM"
"History_INVTSERV09","1863677687","USER_TABLE","_WA_Sys_00000007_6F1576F7","20","False","True","False","False","66845554","2674989","97342","9/25/2018 10:42:48 AM"
"History_INVTSERV09","1863677687","USER_TABLE","_WA_Sys_00000003_6F1576F7","23","False","True","False","False","66845554","2674989","97342","9/25/2018 10:42:48 AM"
"History_INVTSERV03","1767677345","USER_TABLE","_WA_Sys_00000013_695C9DA1","8","False","True","False","False","65591284","5827490","127544","11/20/2018 8:36:01 AM"
"History_INVTSERV01","1735677231","USER_TABLE","_WA_Sys_0000000F_6774552F","9","False","True","False","False","63832982","2571293","98676","5/23/2017 2:10:54 PM"
"History_INVTSERV01","1735677231","USER_TABLE","_WA_Sys_0000000E_6774552F","10","False","True","False","False","63832982","2571293","98676","5/23/2017 2:10:55 PM"
"History_INVTSERV01","1735677231","USER_TABLE","_WA_Sys_00000016_6774552F","3","False","True","False","False","63832982","2571293","98676","5/23/2017 2:10:53 PM"
"History_INVTSERV01","1735677231","USER_TABLE","_WA_Sys_00000007_6774552F","17","False","True","False","False","63832982","2571293","98676","5/23/2017 2:10:57 PM"
"History_INVTSERV01","1735677231","USER_TABLE","_WA_Sys_00000012_6774552F","6","False","True","False","False","63832982","2571293","98676","5/23/2017 2:10:53 PM"
"History_INVTSERV01","1735677231","USER_TABLE","_WA_Sys_0000000D_6774552F","11","False","True","False","False","63832982","2571293","98676","5/23/2017 2:10:55 PM"
"History_INVTSERV01","1735677231","USER_TABLE","_WA_Sys_0000000C_6774552F","12","False","True","False","False","63832982","2571293","98676","5/23/2017 2:10:55 PM"
"TNDSERV10","297156204","USER_TABLE","_WA_Sys_00000008_11B63E6C","6","False","True","False","False","61478639","70023","70023","6/3/2019 11:17:33 AM"
"INVTSERV15","1204199340","USER_TABLE","_WA_Sys_00000007_47C69FAC","22","False","True","False","False","61033668","38799","38799","12/21/2020 5:24:05 PM"
"History_INVTSERV01","1735677231","USER_TABLE","_WA_Sys_00000003_6774552F","21","False","True","False","False","60999238","5405037","126847","11/20/2018 8:32:01 AM"
"History_INVTSERV02","1751677288","USER_TABLE","_WA_Sys_00000014_68687968","7","False","True","False","False","59333213","1884923","89410","3/4/2016 2:15:48 PM"
"History_INVTSERV02","1751677288","USER_TABLE","_WA_Sys_00000018_68687968","3","False","True","False","False","59333213","1884923","89410","3/4/2016 2:15:47 PM"
"History_INVTSERV08","1847677630","USER_TABLE","_WA_Sys_00000016_6E2152BE","5","False","True","False","False","56444070","1261893","80468","8/8/2020 12:09:29 PM"
"History_INVTSERV08","1847677630","USER_TABLE","_WA_Sys_0000000F_6E2152BE","12","False","True","False","False","56444070","1261893","80468","8/8/2020 12:09:31 PM"
"History_INVTSERV08","1847677630","USER_TABLE","_WA_Sys_0000000E_6E2152BE","13","False","True","False","False","56444070","1261893","80468","8/8/2020 12:09:31 PM"
"History_INVTSERV08","1847677630","USER_TABLE","_WA_Sys_0000000D_6E2152BE","14","False","True","False","False","56444070","1261893","80468","8/8/2020 12:09:31 PM"
"History_INVTSERV08","1847677630","USER_TABLE","_WA_Sys_0000000C_6E2152BE","15","False","True","False","False","56444070","1261893","80468","8/8/2020 12:09:31 PM"
"History_INVTSERV08","1847677630","USER_TABLE","_WA_Sys_00000007_6E2152BE","20","False","True","False","False","56444070","1261893","80468","8/8/2020 12:09:32 PM"
"History_INVTSERV04","1783677402","USER_TABLE","_WA_Sys_00000016_6A50C1DA","5","False","True","False","False","55435861","2595060","98761","4/17/2020 11:28:47 AM"
"History_INVTSERV04","1783677402","USER_TABLE","_WA_Sys_00000012_6A50C1DA","9","False","True","False","False","55435861","2595060","98761","4/17/2020 11:28:48 AM"
"History_INVTSERV04","1783677402","USER_TABLE","_WA_Sys_0000000F_6A50C1DA","12","False","True","False","False","55435861","2595060","98761","4/17/2020 11:28:50 AM"
