"Object Name","object_id","type_desc","Statistics Name","stats_id","no_recompute","auto_created","is_incremental","is_temporary","modification_counter","rows","rows_sampled","last_updated"
"CTPhatSinh_KhuyenMaiPOS","1943677972","USER_TABLE","_WA_Sys_00000010_73DA2C14","9","False","True","False","False","236348936","8290","3863","1/3/2019 2:55:10 PM"
"CTPhatSinh_KhuyenMaiPOS","1943677972","USER_TABLE","_WA_Sys_0000000B_73DA2C14","10","False","True","False","False","236152180","7187","4194","4/27/2019 11:16:32 AM"
"CTPhatSinh","183671702","USER_TABLE","_WA_Sys_0000000B_0AF29B96","16","False","True","False","False","69178540","355744","37215","2/13/2020 3:36:13 PM"
"History_INVTSERV01","1735677231","USER_TABLE","_WA_Sys_00000018_6774552F","24","False","True","False","False","56321753","2205703","95123","3/4/2016 2:15:53 PM"
"History_INVTSERV01","1735677231","USER_TABLE","_WA_Sys_00000014_6774552F","5","False","True","False","False","56321753","2205703","95123","3/4/2016 2:15:38 PM"
"INVTSERV10","836198029","USER_TABLE","_WA_Sys_00000007_31D75E8D","22","False","True","False","False","55294557","671753","72828","6/2/2021 9:34:37 AM"
"INVTSERV10","836198029","USER_TABLE","_WA_Sys_0000000F_31D75E8D","15","False","True","False","False","55294557","671753","72828","6/2/2021 9:34:36 AM"
"INVTSERV10","836198029","USER_TABLE","_WA_Sys_0000000E_31D75E8D","16","False","True","False","False","55294557","671753","72828","6/2/2021 9:34:37 AM"
"INVTSERV10","836198029","USER_TABLE","_WA_Sys_0000000D_31D75E8D","17","False","True","False","False","55294557","671753","72828","6/2/2021 9:34:37 AM"
"INVTSERV10","836198029","USER_TABLE","_WA_Sys_0000000C_31D75E8D","18","False","True","False","False","55294557","671753","72828","6/2/2021 9:34:37 AM"
"History_INVTSERV03","1767677345","USER_TABLE","_WA_Sys_00000013_695C9DA1","8","False","True","False","False","52895647","5827490","127544","11/20/2018 8:36:01 AM"
"History_INVTSERV04","1783677402","USER_TABLE","_WA_Sys_00000013_6A50C1DA","8","False","True","False","False","51991525","6215278","132394","11/20/2018 8:56:34 AM"
"History_INVTSERV09","1863677687","USER_TABLE","_WA_Sys_00000016_6F1576F7","5","False","True","False","False","51576509","2674989","97342","9/25/2018 10:42:45 AM"
"History_INVTSERV09","1863677687","USER_TABLE","_WA_Sys_00000012_6F1576F7","9","False","True","False","False","51576509","2674989","97342","9/25/2018 10:42:46 AM"
"History_INVTSERV09","1863677687","USER_TABLE","_WA_Sys_0000000F_6F1576F7","12","False","True","False","False","51576509","2674989","97342","9/25/2018 10:42:46 AM"
