"Schema Name","Object Name","index_id","Buffer size(MB)","BufferCount","Row Count","Compression Type"
"dbo","History_KhachHang","8","2.45","314","33477","NONE"
"dbo","History_KhachHang","7","2.38","305","33477","NONE"
"dbo","History_KhachHang","4","2.34","299","33477","NONE"
"dbo","History_KhachHang","6","2.32","297","33477","NONE"
"dbo","History_KhachHang","3","2.32","297","33477","NONE"
"dbo","History_KhachHang","5","1.95","249","33477","NONE"
"dbo","NhanVien","1","1.15","147","3186","NONE"
"dbo","CTPhatSinh_KhuyenMai08","2","0.77","99","31129","NONE"
"dbo","GiftPromotion_ST","0","0.67","86","1441","NONE"
"dbo","CTPhatSinh_KhuyenMai09","2","0.55","71","37200","NONE"
"dbo","CTPhatSinh_KhuyenMai07","2","0.55","70","41137","NONE"
"dbo","MSsnapshotdeliveryprogress","0","0.32","41","0","NONE"
"dbo","DieuKienKhuyenMaiPOS","1","0.29","37","1727","NONE"
"dbo","CauHinhKetNoi","1","0.23","29","733","NONE"
"dbo","ReportLog","1","0.22","28","3034","NONE"
"dbo","SieuThi","1","0.21","27","923","NONE"
"dbo","PhuongXa","1","0.18","23","3322","NONE"
"dbo","LichSuCapTheST","0","0.17","22","173377","NONE"
"dbo","History_INVTSERV06","0","0.17","22","19345483","NONE"
"dbo","History_INVTSERV05","0","0.17","22","19087470","NONE"
"dbo","History_INVTSERV03","0","0.16","21","19953716","NONE"
"dbo","History_INVTSERV04","0","0.15","19","19334938","NONE"
"dbo","GiftPromotion_Canceled","1","0.15","19","419","NONE"
"dbo","History_TNDSERV06","0","0.15","19","12525451","NONE"
"dbo","History_TNDSERV04","0","0.14","18","3509516","NONE"
"dbo","CTKhuyenMai","1","0.14","18","453","NONE"
"dbo","History_TNDSERV05","0","0.12","15","4633254","NONE"
"dbo","CTPhatSinh_KhuyenMai10","2","0.12","15","32469","NONE"
"dbo","History_TNDSERV02","0","0.11","14","2749063","NONE"
"dbo","NhanThuong_KhachHang","1","0.10","13","35431","NONE"
"dbo","History_TNDSERV01","0","0.09","12","4349281","NONE"
"dbo","History_TNDSERV03","0","0.09","12","4115850","NONE"
"dbo","CAMPGN","0","0.09","12","1","NONE"
"dbo","GiftPromotion_ST","3","0.09","11","1441","NONE"
"dbo","CTPhatSinh_KhuyenMai02","2","0.09","11","26088","NONE"
"dbo","CTPhatSinh_KhuyenMai04","2","0.09","11","35915","NONE"
"dbo","CTPhatSinh_KhuyenMai06","2","0.09","11","31631","NONE"
"dbo","History_INVTSERV02","0","0.09","11","14674682","NONE"
"dbo","History_INVTSERV01","0","0.09","11","15901223","NONE"
"dbo","STAMPTRX_New_BK_Bf220927","0","0.08","10","1221","NONE"
"dbo","NhanThuong_SieuThi","1","0.08","10","1639","NONE"
"dbo","STAMPTRX_New_BK_Bf221221_SongXanh","0","0.08","10","128219","NONE"
"dbo","ExceptionPOS","1","0.08","10","1448","NONE"
"dbo","CauHinhQuaTang","1","0.08","10","234","NONE"
"dbo","SGC_DocumentDetail","1","0.08","10","219","NONE"
"dbo","CTPhatSinh_KhuyenMai05","2","0.07","9","29250","NONE"
"dbo","CTPhatSinh_KhuyenMai01","2","0.07","9","32083","NONE"
"dbo","CTPhatSinh_KhuyenMai03","2","0.06","8","20820","NONE"
"dbo","QuanHuyen","1","0.06","8","35","NONE"
"dbo","KhuyenMai_SieuThiPOS","1","0.06","8","1601","NONE"
"dbo","GiftPromotion_ST","5","0.06","8","1441","NONE"
"dbo","GiftPromotion_ST","6","0.05","7","1441","NONE"
"dbo","ChiThuongCuoiNam_2021","0","0.05","7","2851398","NONE"
"dbo","MSreplication_objects","1","0.05","7","207","NONE"
"dbo","LichSuHuyChietKhauPOS","1","0.05","7","62","NONE"
"dbo","KhuyenMai","1","0.05","7","174","NONE"
"dbo","KhuyenMaiPOS","1","0.05","7","171","NONE"
"dbo","SKU_Vendor","1","0.05","7","814","NONE"
"dbo","NhomNhanVien_DMQuyen","1","0.05","7","497","NONE"
"dbo","CapDo","1","0.05","6","4","NONE"
"dbo","GiftPromotion_ST","4","0.05","6","1441","NONE"
"dbo","GiftPromotion_ST","2","0.05","6","1441","NONE"
"dbo","QuocGia","1","0.05","6","141","NONE"
"dbo","DSDiemCF_TongHop1","0","0.05","6","1533","NONE"
"dbo","STAMPTRX_New_BK_Bf131120","0","0.05","6","152516","NONE"
"dbo","NhanThuong_QuaTang","1","0.05","6","1606","NONE"
"dbo","CTKhuyenMaiPOS","1","0.05","6","171","NONE"
"dbo","DSDiemCF_TongHop3_DieuChinh","0","0.05","6","143","NONE"
"dbo","CTQuyenNhomNhanVien","1","0.04","5","212","NONE"
"dbo","INVTSERV_CFTAYNGUYEN_1411","0","0.04","5","182","NONE"
"dbo","STAMPTRX_New_BK_Bf260422_tichsao","0","0.04","5","64275","NONE"
"dbo","STAMPTRX_New_NoStoreID_170918","0","0.04","5","1369","NONE"
"dbo","DSDiemCF_TongHop2","0","0.03","4","428","NONE"
"dbo","CauHinhSKU_LoaiDMH","1","0.03","4","97","NONE"
"dbo","DMQuyen","1","0.03","4","141","NONE"
"dbo","MSsnapshotdeliveryprogress","3","0.03","4","0","NONE"
"dbo","STAMPTRX_New_Nam2018","0","0.03","4","804317","NONE"
"dbo","History_PrintVoucher","1","0.02","3","23","NONE"
"dbo","Xtra","0","0.02","3","46","NONE"
"dbo","STAMPTRX_New_BK_Bf011121","0","0.02","3","81760","NONE"
"dbo","MSsnapshotdeliveryprogress","2","0.02","3","0","NONE"
"dbo","CauHinh","0","0.02","3","1","NONE"
"dbo","SGC_Feedback","1","0.02","3","51","NONE"
"dbo","STAMPTRX_New_BK_Bf082020","0","0.02","2","879833","NONE"
"dbo","CauHinhHeThong","1","0.02","2","1","NONE"
"dbo","CTNhanThuongTrongNgay_2023","0","0.02","2","49069","NONE"
"dbo","KhuyenMai_SieuThi","1","0.02","2","174","NONE"
"dbo","Sync_2023","0","0.02","2","83390","NONE"
"dbo","LichSuThayDoiHTX","1","0.02","2","24","NONE"
"dbo","CustomerList","0","0.02","2","11","NONE"
"dbo","CauHinh_BK","1","0.02","2","1","NONE"
"dbo","ChiThuongCuoiNam_2023","0","0.02","2","2482186","NONE"
"dbo","CTPhatQua","1","0.02","2","4","NONE"
"dbo","CauHinhChietKhauPOS","1","0.02","2","1","NONE"
"dbo","QuaTang","1","0.02","2","47","NONE"
"dbo","CauHinhChietKhau","1","0.02","2","13","NONE"
"dbo","SGC_Attachment","1","0.02","2","9","NONE"
"dbo","ScriptTable","0","0.02","2","1","NONE"
"dbo","TinhTP","1","0.02","2","35","NONE"
"dbo","LoaiDongThuongHieu","1","0.02","2","59","NONE"
"dbo","STAMPTRX","1","0.02","2","6017","NONE"
"dbo","INVTSERV_2023","0","0.02","2","25698","NONE"
"dbo","SieuThi_Group","1","0.02","2","42","NONE"
"dbo","KyTuDinhDang","1","0.02","2","9","NONE"
"dbo","A_Rebuild","0","0.02","2","37","NONE"
"dbo","TNDSERV0","1","0.02","2","2","NONE"
"dbo","DSDiemCF_TongHop4","0","0.02","2","73","NONE"
"dbo","HinhThuc","0","0.02","2","1","NONE"
"dbo","API_Log","1","0.02","2","193","NONE"
"dbo","KhuVuc","1","0.02","2","12","NONE"
"dbo","HinhThuc_BK","1","0.02","2","1","NONE"
"dbo","DMQuaySUD","1","0.02","2","4","NONE"
"dbo","CapDo_HinhThuc","1","0.02","2","1","NONE"
"dbo","LoaiQuaTang","1","0.02","2","2","NONE"
"dbo","INVTSERV0","1","0.02","2","0","NONE"
"dbo","NhomQuyen","1","0.02","2","11","NONE"
"dbo","TransferSync","1","0.02","2","2","NONE"
"dbo","CTDMQuyen","1","0.02","2","133","NONE"
"dbo","PhieuQRCode","1","0.02","2","6","NONE"
"dbo","CTNhanThuong_2024","0","0.02","2","2077137","NONE"
"dbo","LyDo","1","0.02","2","18","NONE"
"dbo","CTNhanThuongTrongNgay_2024","0","0.02","2","47438","NONE"
"dbo","STAMPTRX_New_BK_Bf01092022_HangViet220825","0","0.02","2","3446","NONE"
"dbo","Version","1","0.02","2","10","NONE"
"dbo","INVTSERV1","1","0.02","2","0","NONE"
"dbo","LoaiLyDo","1","0.02","2","7","NONE"
"dbo","ConstString1","1","0.02","2","1","NONE"
"dbo","LoaiKhuyenMai","1","0.02","2","13","NONE"
"dbo","INVTSERV_658","0","0.02","2","350","NONE"
"dbo","DSDiemCF_TongHop5","0","0.02","2","3990","NONE"
"dbo","DSDiemCF_TongHop3","0","0.02","2","145","NONE"
"dbo","ChuongTrinh","1","0.02","2","1","NONE"
"dbo","NhaCungCap","1","0.02","2","2","NONE"
"dbo","CTNhomQuyen","1","0.02","2","146","NONE"
"dbo","NgheNghiep","1","0.02","2","8","NONE"
"dbo","Sync_2024","0","0.02","2","68156","NONE"
"dbo","STAMPTRX_New_CFMTay_210319","0","0.02","2","52","NONE"
"dbo","STAMPTRX_New_BK_Bf130421","0","0.02","2","870776","NONE"
"dbo","DMNguonDKyKH","1","0.02","2","4","NONE"
"dbo","MSsubscription_agents","2","0.02","2","25","NONE"
"dbo","STAMPTRX_New_BK_Bf150622","0","0.02","2","4127","NONE"
"dbo","MSreplication_subscriptions","1","0.02","2","25","NONE"
"dbo","DMLoaiKH","1","0.02","2","6","NONE"
"dbo","STAMPTRX_New_BK_VN052019","0","0.01","1","947248","NONE"
"dbo","MSsubscription_agents","1","0.01","1","25","NONE"
"dbo","NhanThuong_QuaTang_CapDo","1","0.01","1","276","NONE"
"dbo","STAMPTRX_New_BK_SanSao_230822","0","0.01","1","0","NONE"
"dbo","DMThuNhap","1","0.01","1","4","NONE"
"dbo","NhomNhanVien","1","0.01","1","18","NONE"
"dbo","SGC_ApplicationItem","1","0.01","1","53","NONE"
"dbo","STAMPTRX_New_BK_Bf230228","0","0.01","1","0","NONE"
"dbo","CHITIET_PS","0","0.01","1","12","NONE"
"dbo","temptdate","0","0.01","1","0","NONE"
"dbo","CTNhanThuong_2023","0","0.01","1","0","NONE"
"dbo","SGC_DocumentIssue","1","0.01","1","220","NONE"
