"Schema Name","Object Name","index_id","Buffer size(MB)","BufferCount","Row Count","Compression Type"
"dbo","TNDSERV15","1","1664.32","213033","16030651","NONE"
"dbo","TNDSERV16","1","1327.05","169863","13374713","NONE"
"dbo","TNDSERV10","1","1229.30","157350","15855779","NONE"
"dbo","TNDSERV12","1","1024.06","131080","11718418","NONE"
"dbo","TNDSERV14","1","941.11","120462","13031367","NONE"
"dbo","TNDSERV17","1","691.34","88492","5982668","NONE"
"dbo","TNDSERV13","1","624.63","79953","7919100","NONE"
"dbo","CTNhanThuong","1","533.57","68297","2077137","NONE"
"dbo","TNDSERV11","1","500.02","64002","8000748","NONE"
"dbo","The","2","35.29","4517","3660168","NONE"
"dbo","CTPhatSinh","1","16.27","2083","8368103","NONE"
"dbo","TichLuy","1","13.87","1775","3660169","NONE"
"dbo","TichLuyTrongNgay","1","6.80","871","3654169","NONE"
"dbo","KhachHang","1","6.70","857","3230258","NONE"
"dbo","CTPhatSinh","2","5.04","645","8368103","NONE"
"dbo","The","1","4.92","630","3660168","NONE"
"dbo","KhachHang","3","4.34","555","3230258","NONE"
"dbo","CTPhieuQT","1","3.50","448","625932","NONE"
"dbo","CTPhatSinh10","1","2.99","383","938992","NONE"
"dbo","ChiThuongCuoiNam","1","2.84","364","2449037","NONE"
"dbo","Coupon","1","2.83","362","1230594","NONE"
"dbo","LichSuCapTheTT","1","2.77","354","4167797","NONE"
"dbo","CTPhatSinh09","1","2.76","353","877623","NONE"
"dbo","CTPhatSinh11","1","2.76","353","873309","NONE"
"dbo","KhachHang","5","1.52","194","3230258","NONE"
"dbo","KhachHang","4","1.31","168","3230258","NONE"
"dbo","Coupon","3","1.09","139","1230594","NONE"
"dbo","UpdateList","1","1.01","129","38","NONE"
"dbo","KhachHang","8","0.96","123","3230258","NONE"
"dbo","CTPhatSinh10","2","0.94","120","938992","NONE"
"dbo","Coupon","2","0.92","118","1230594","NONE"
"dbo","KhachHang","7","0.88","113","3230258","NONE"
"dbo","CTPhatSinh09","2","0.88","112","877623","NONE"
